locus_tag	operonID	gene
b0977	operon_0532	hyaF
b0978	operon_0532	cbdA
b0979	operon_0532	cbdB
b4592	operon_0532	cbdX
b0980	operon_0532	appA
b0981	operon_0533	etk
b0982	operon_0533	etp
b0983	operon_0533	gfcE
b0984	operon_0533	gfcD
b0985	operon_0533	gfcC
b0986	operon_0533	gfcB
b0987	operon_0534	gfcA
b0989	operon_0535	cspH
b0990	operon_0536	cspG
b0991	operon_0537	ymcE
b4517	operon_0537	gnsA
b0992	operon_0538	yccM
b0993	operon_0538	torS
b0994	operon_0539	torT
b0995	operon_0540	torR
b0996	operon_0541	torC
b0997	operon_0541	torA
b0998	operon_0541	torD
b0999	operon_0542	cbpM
b1000	operon_0542	cbpA
b1001	operon_0543	yccE
b1002	operon_0544	agp
b1003	operon_0545	yccJ
b1004	operon_0545	wrbA
b4518	operon_0546	ymdF
b1006	operon_0547	rutG
b1007	operon_0547	rutF
b1008	operon_0547	rutE
b1009	operon_0547	rutD
b1010	operon_0547	rutC
b1011	operon_0547	rutB
b1012	operon_0547	rutA
b1013	operon_0548	rutR
b1014	operon_0549	putA
b1015	operon_0550	putP
b4490	operon_0551	efeU
b1018	operon_0551	efeO
b1019	operon_0551	efeB
b1020	operon_0552	phoH
b1021	operon_0553	pgaD
b1022	operon_0553	pgaC
b1023	operon_0553	pgaB
b1024	operon_0553	pgaA
b1025	operon_0554	ycdT
b1028	operon_0555	ymdE
b1029	operon_0555	ycdU
b1032	operon_0556	serX
b1033	operon_0557	ghrA
b1034	operon_0557	ycdX
b1035	operon_0557	ycdY
b1036	operon_0557	ycdZ
b1037	operon_0558	csgG
b1038	operon_0558	csgF
b1039	operon_0558	csgE
b1040	operon_0558	csgD
b1041	operon_0559	csgB
b1042	operon_0559	csgA
b1043	operon_0560	csgC
b1044	operon_0560	ymdA
b1045	operon_0560	ymdB
b1046	operon_0560	clsC
b1047	operon_0561	opgC
b1048	operon_0562	opgG
b1049	operon_0562	opgH
b1050	operon_0563	yceK
b1051	operon_0564	msyB
b1053	operon_0564	mdtG
b1054	operon_0565	lpxL
b1055	operon_0566	yceA
b1056	operon_0567	yceI
b1057	operon_0567	yceJ
b1058	operon_0568	yceO
b1059	operon_0569	solA
b1060	operon_0570	bssS
b1061	operon_0571	dinI
b1062	operon_0571	pyrC
b1063	operon_0572	yceB
b1064	operon_0573	grxB
b1065	operon_0573	mdtH
b1066	operon_0574	rimJ
b1067	operon_0574	yceH
b1068	operon_0574	yceM
b1069	operon_0575	murJ
b1070	operon_0576	flgN
b1071	operon_0576	flgM
b1072	operon_0576	flgA
b1073	operon_0577	flgB
b1074	operon_0577	flgC
b1075	operon_0577	flgD
b1076	operon_0577	flgE
b1077	operon_0577	flgF
b1078	operon_0578	flgG
b1079	operon_0579	flgH
b1080	operon_0579	flgI
b1081	operon_0579	flgJ
b1082	operon_0579	flgK
b1083	operon_0579	flgL
b1084	operon_0580	rne
b1085	operon_0581	yceQ
b1086	operon_0581	rluC
b1087	operon_0582	yceF
b4418	operon_0583	psrD
b1088	operon_0583	yceD
b1089	operon_0583	rpmF
b1090	operon_0583	plsX
b1091	operon_0583	fabH
b1092	operon_0583	fabD
b1093	operon_0583	fabG
b1094	operon_0584	acpP
b1095	operon_0585	fabF
b1096	operon_0586	pabC
b1097	operon_0586	yceG
b1098	operon_0586	tmk
b1099	operon_0586	holB
b1100	operon_0586	ycfH
b1101	operon_0587	ptsG
b1102	operon_0588	fhuE
b1103	operon_0589	hinT
b1104	operon_0589	ycfL
b1105	operon_0589	lpoB
b1106	operon_0589	thiK
b1107	operon_0589	nagZ
b1108	operon_0589	ycfP
b1109	operon_0590	ndh
b1110	operon_0591	ycfJ
b1111	operon_0592	ycfQ
b1112	operon_0593	bhsA
b1113	operon_0594	ldtC
b1114	operon_0594	mfd
b1115	operon_0595	ycfT
b1116	operon_0596	lolC
b1117	operon_0596	lolD
b1118	operon_0596	lolE
b1119	operon_0596	nagK
b1120	operon_0596	cobB
b1121	operon_0597	ycfZ
b1122	operon_0597	ymfA
b1123	operon_0598	potD
b1124	operon_0598	potC
b1125	operon_0598	potB
b1126	operon_0598	potA
b1127	operon_0599	pepT
b1128	operon_0600	roxA
b1129	operon_0600	phoQ
b1130	operon_0600	phoP
b1131	operon_0601	purB
b1132	operon_0601	hflD
b1133	operon_0601	mnmA
b1134	operon_0601	nudJ
b1135	operon_0601	rluE
b1136	operon_0602	icd
b1137	operon_0603	ymfD
b1138	operon_0603	ymfE
b1139	operon_0604	lit
b1140	operon_0605	intE
b1141	operon_0605	xisE
b1143	operon_0606	ymfI
b1144	operon_0607	ymfJ
b1145	operon_0608	cohE
b1146	operon_0609	croE
b1147	operon_0609	ymfL
b1148	operon_0609	ymfM
b4692	operon_0609	oweE
b4693	operon_0609	aaaE
b1150	operon_0609	ymfR
b1151	operon_0609	beeE
b1152	operon_0609	jayE
b1153	operon_0609	ymfQ
b1154	operon_0609	stfP
b1155	operon_0609	tfaP
b1156	operon_0610	tfaE
b1157	operon_0610	stfE
b1158	operon_0611	pinE
b1159	operon_0611	mcrA
b4519	operon_0612	icdC
b1160	operon_0613	iraM
b1161	operon_0614	ycgX
b1162	operon_0615	bluR
b1163	operon_0616	bluF
b1164	operon_0617	ycgZ
b1165	operon_0617	ymgA
b1166	operon_0617	ariR
b1167	operon_0617	ymgC
b1168	operon_0618	ycgG
b4520	operon_0618	ymgF
b4491	operon_0619	ycgH
b1171	operon_0620	ymgD
b1172	operon_0620	ymgG
b4593	operon_0620	ymgI
b4594	operon_0621	ymgJ
b4521	operon_0622	ycgI
b1174	operon_0623	minE
b1175	operon_0623	minD
b1176	operon_0623	minC
b1177	operon_0624	ycgJ
b1178	operon_0625	pliG
b1179	operon_0626	ycgL
b1180	operon_0626	ycgM
b1181	operon_0627	ycgN
b1182	operon_0628	hlyE
b1183	operon_0629	umuD
b1184	operon_0629	umuC
b1185	operon_0630	dsbB
b1186	operon_0631	nhaB
b1187	operon_0632	fadR
b1188	operon_0633	ycgB
b1189	operon_0634	dadA
b1190	operon_0634	dadX
b1191	operon_0635	cvrA
b1192	operon_0635	ldcA
b1193	operon_0636	emtA
b1194	operon_0637	ycgR
b1195	operon_0638	ymgE
b1196	operon_0639	ycgY
b1197	operon_0640	treA
b1198	operon_0641	dhaM
b1199	operon_0641	dhaL
b1200	operon_0641	dhaK
b1201	operon_0642	dhaR
b1202	operon_0643	ycgV
b1203	operon_0644	ychF
b1204	operon_0645	pth
b1205	operon_0646	ychH
b1206	operon_0647	dauA
b1207	operon_0648	prs
b1208	operon_0649	ispE
b1209	operon_0649	lolB
b1210	operon_0650	hemA
b1211	operon_0650	prfA
b1212	operon_0650	prmC
b1213	operon_0650	ychQ
b1214	operon_0650	ychA
b1215	operon_0650	kdsA
b4419	operon_0651	ldrA
b4420	operon_0652	rdlA
b4421	operon_0653	ldrB
b4422	operon_0654	rdlB
b4423	operon_0655	ldrC
b4424	operon_0656	rdlC
b1216	operon_0657	chaA
b1217	operon_0658	chaB
b1218	operon_0659	chaC
b1219	operon_0660	ychN
b1220	operon_0661	ychO
b1221	operon_0662	narL
b1222	operon_0662	narX
b1223	operon_0663	narK
b1224	operon_0664	narG
b1225	operon_0664	narH
b1226	operon_0664	narJ
b1227	operon_0664	narI
b4425	operon_0665	rttR
b1229	operon_0665	tpr
b1230	operon_0665	tyrV
b1231	operon_0666	tyrT
b1232	operon_0667	purU
b1233	operon_0667	ychJ
b1234	operon_0668	rssA
b1235	operon_0668	rssB
b1236	operon_0669	galU
b1237	operon_0670	hns
b1238	operon_0671	tdk
b4573	operon_0672	insZ
b1241	operon_0673	adhE
b1242	operon_0674	ychE
b1243	operon_0675	oppA
b1244	operon_0676	oppB
b1245	operon_0676	oppC
b1246	operon_0676	oppD
b1247	operon_0676	oppF
b1248	operon_0677	yciU
b1249	operon_0677	clsA
b4595	operon_0678	yciY
b1250	operon_0679	kch
b1251	operon_0680	yciI
b1252	operon_0681	tonB
b1253	operon_0682	yciA
b1254	operon_0683	yciB
b1255	operon_0683	yciC
b1256	operon_0684	ompW
b1257	operon_0685	yciE
b1258	operon_0685	yciF
b1259	operon_0686	yciG
b1260	operon_0687	trpA
b1261	operon_0687	trpB
b1262	operon_0687	trpC
b1263	operon_0687	trpD
b1264	operon_0687	trpE
b1265	operon_0688	trpL
b1266	operon_0689	yciV
b1267	operon_0689	yciO
b1268	operon_0689	yciQ
b1269	operon_0690	rluB
b1270	operon_0691	btuR
b1271	operon_0691	yciK
b1272	operon_0692	sohB
b1273	operon_0693	yciN
b1274	operon_0694	topA
b1275	operon_0695	cysB
b4522	operon_0696	ymiA
b4523	operon_0696	yciX
b1276	operon_0697	acnA
b1277	operon_0698	ribA
b1278	operon_0699	pgpB
b1279	operon_0699	yciS
b1280	operon_0699	yciM
b1281	operon_0700	pyrF
b1282	operon_0700	yciH
b1283	operon_0701	osmB
b1284	operon_0702	yciT
b4596	operon_0702	yciZ
b1285	operon_0702	gmr
b4672	operon_0703	ymiB
b1286	operon_0704	rnb
b1287	operon_0704	yciW
b1288	operon_0705	fabI
b1289	operon_0706	ycjD
b1290	operon_0706	sapF
b1291	operon_0706	sapD
b1292	operon_0706	sapC
b1293	operon_0706	sapB
b1294	operon_0706	sapA
b1295	operon_0707	ymjA
b1296	operon_0708	puuP
b1297	operon_0709	puuA
b1298	operon_0710	puuD
b1299	operon_0710	puuR
b1300	operon_0711	puuC
b1301	operon_0711	puuB
b1302	operon_0711	puuE
b1303	operon_0712	pspF
b1304	operon_0713	pspA
b1305	operon_0713	pspB
b1306	operon_0713	pspC
b1307	operon_0713	pspD
b1308	operon_0713	pspE
b1309	operon_0714	ycjM
b1310	operon_0714	ycjN
b1311	operon_0714	ycjO
b1312	operon_0714	ycjP
b1313	operon_0714	ycjQ
b1314	operon_0714	ycjR
b1315	operon_0714	ycjS
b1316	operon_0714	ycjT
b1317	operon_0714	ycjU
b4524	operon_0714	ycjV
b1319	operon_0714	ompG
b1320	operon_0715	ycjW
b1321	operon_0716	ycjX
b1322	operon_0716	ycjF
b1323	operon_0716	tyrR
b1324	operon_0717	tpx
b1325	operon_0718	ycjG
b1326	operon_0719	mpaA
b4525	operon_0719	ymjC
b4673	operon_0719	ymjD
b1327	operon_0720	ycjY
b1328	operon_0721	pgrR
b1329	operon_0722	mppA
b1330	operon_0723	ynaI
b1332	operon_0724	ynaJ
b1333	operon_0725	uspE
b1334	operon_0726	fnr
b1335	operon_0727	ogt
b1336	operon_0727	abgT
b1337	operon_0727	abgB
b1338	operon_0727	abgA
b1339	operon_0728	abgR
b4426	operon_0729	mcaS
b1340	operon_0730	smrA
b1341	operon_0731	ydaM
b1342	operon_0732	ydaN
b4699	operon_0733	fnrS
b1343	operon_0734	dbpA
b1344	operon_0735	ttcA
b1345	operon_0735	intR
b1346	operon_0735	ydaQ
b1347	operon_0735	rcbA
b1348	operon_0735	ralR
b1349	operon_0736	recT
b1350	operon_0736	recE
b1351	operon_0736	racC
b4526	operon_0736	ydaE
b1352	operon_0736	kilR
b1353	operon_0737	sieB
b4527	operon_0738	ydaF
b1355	operon_0738	ydaG
b1356	operon_0739	racR
b1357	operon_0740	ydaS
b1358	operon_0740	ydaT
b1359	operon_0740	ydaU
b1360	operon_0740	ydaV
b1361	operon_0740	ydaW
b1362	operon_0740	rzpR
b4528	operon_0740	rzoR
b1363	operon_0741	trkG
b1365	operon_0742	ynaK
b1366	operon_0742	ydaY
b1368	operon_0743	tmpR
b4570	operon_0744	lomR
b1372	operon_0744	stfR
b1373	operon_0744	tfaR
b1374	operon_0745	pinR
b1375	operon_0746	ynaE
b4638	operon_0747	ttcC
b1376	operon_0748	uspF
b1377	operon_0749	ompN
b4427	operon_0750	micC
b1378	operon_0751	pfo
b4529	operon_0752	ydbJ
b1379	operon_0753	hslJ
b1380	operon_0754	ldhA
b1381	operon_0755	ydbH
b1382	operon_0755	ynbE
b1383	operon_0755	ydbL
b1384	operon_0756	feaR
b1385	operon_0757	feaB
b1386	operon_0758	tynA
b1387	operon_0759	paaZ
b1388	operon_0760	paaA
b1389	operon_0760	paaB
b1390	operon_0760	paaC
b1391	operon_0760	paaD
b1392	operon_0760	paaE
b1393	operon_0760	paaF
b1394	operon_0760	paaG
b1395	operon_0760	paaH
b1396	operon_0760	paaI
b1397	operon_0760	paaJ
b1398	operon_0760	paaK
b1399	operon_0760	paaX
b1400	operon_0760	paaY
b4674	operon_0761	ynbG
b1404	operon_0762	insI1
b4492	operon_0763	ydbA
b1406	operon_0764	ydbC
b1407	operon_0764	ydbD
b1408	operon_0765	ynbA
b1409	operon_0765	ynbB
b1410	operon_0765	ynbC
b1411	operon_0765	ynbD
b1412	operon_0766	azoR
b1413	operon_0767	hrpA
b1414	operon_0768	ydcF
b1415	operon_0769	aldA
b4493	operon_0770	gapC
b1418	operon_0771	cybB
b4597	operon_0772	rydC
b1419	operon_0773	ydcA
b4428	operon_0774	hokB
b1420	operon_0774	mokB
b4429	operon_0775	sokB
b1421	operon_0776	trg
b1422	operon_0777	ydcI
b1423	operon_0778	ydcJ
b1424	operon_0779	opgD
b1426	operon_0780	ydcH
b1427	operon_0781	rimL
b1428	operon_0782	ydcK
b1429	operon_0783	tehA
b1430	operon_0783	tehB
b1431	operon_0784	ydcL
b4578	operon_0785	insP
b1432	operon_0786	insQ
b1433	operon_0787	ydcO
b1434	operon_0788	ydcN
b1435	operon_0788	ydcP
b1436	operon_0789	yncJ
b4532	operon_0790	hicA
b1438	operon_0790	hicB
b1439	operon_0790	ydcR
b1440	operon_0791	ydcS
b1441	operon_0791	ydcT
b1442	operon_0791	ydcU
b1443	operon_0791	ydcV
b1444	operon_0791	patD
b4598	operon_0792	yncL
b1445	operon_0793	ydcX
b1446	operon_0793	ydcY
b1447	operon_0794	ydcZ
b1448	operon_0794	mnaT
b1449	operon_0795	curA
b1450	operon_0796	mcbR
b1451	operon_0797	yncD
b1452	operon_0798	yncE
b1453	operon_0799	ansP
b1454	operon_0800	yncG
b1455	operon_0800	yncH
b1456	operon_0801	rhsE
b1457	operon_0801	ydcD
b1459	operon_0802	yncI
b1460	operon_0803	ydcC
b1461	operon_0803	pptA
b1462	operon_0804	yddH
b1463	operon_0805	nhoA
b1464	operon_0806	yddE
b1465	operon_0806	narV
b1466	operon_0806	narW
b1467	operon_0806	narY
b1468	operon_0806	narZ
b1469	operon_0806	narU
b1471	operon_0807	yddK
b1472	operon_0807	yddL
b1473	operon_0808	yddG
b1474	operon_0809	fdnG
b1475	operon_0809	fdnH
b1476	operon_0809	fdnI
b1477	operon_0810	yddM
b1478	operon_0810	adhP
b1479	operon_0811	maeA
b1480	operon_0812	sra
b1481	operon_0812	bdm
b1482	operon_0813	osmC
b1483	operon_0814	ddpF
b1484	operon_0814	ddpD
b1485	operon_0814	ddpC
b1486	operon_0814	ddpB
b1487	operon_0814	ddpA
b1488	operon_0814	ddpX
b1489	operon_0815	dosP
b1490	operon_0815	dosC
b1491	operon_0816	yddW
b1492	operon_0817	gadC
b1493	operon_0818	gadB
b1494	operon_0819	pqqL
b1495	operon_0819	yddB
b1496	operon_0819	yddA
b1497	operon_0820	ydeM
b1498	operon_0821	ydeN
b1499	operon_0822	ydeO
b1500	operon_0822	safA
b1501	operon_0823	ydeP
b1502	operon_0824	ydeQ
b1503	operon_0824	ydeR
b1504	operon_0824	ydeS
b1505	operon_0824	ydeT
b1506	operon_0825	yneL
b1507	operon_0826	hipA
b1508	operon_0826	hipB
b4696	operon_0827	yneO
b1511	operon_0828	lsrK
b1512	operon_0828	lsrR
b1513	operon_0829	lsrA
b1514	operon_0829	lsrC
b1515	operon_0829	lsrD
b1516	operon_0829	lsrB
b1517	operon_0829	lsrF
b1518	operon_0829	lsrG
b1519	operon_0829	tam
b1520	operon_0830	yneE
b1521	operon_0831	uxaB
b1522	operon_0832	yneF
b1523	operon_0832	yneG
b1524	operon_0832	glsB
b1525	operon_0832	sad
b1526	operon_0833	yneJ
b1527	operon_0833	yneK
b1528	operon_0833	ydeA
b1529	operon_0834	marC
b1530	operon_0835	marR
b1531	operon_0835	marA
b1532	operon_0835	marB
b1533	operon_0836	eamA
b1534	operon_0837	ydeE
b4599	operon_0837	yneM
b4698	operon_0838	mgrR
b1535	operon_0839	dgcZ
b1536	operon_0840	ydeI
b1537	operon_0841	ydeJ
b1538	operon_0842	dcp
b1539	operon_0843	ydfG
b1540	operon_0844	rspR
b1541	operon_0845	ydfZ
b1542	operon_0846	ydfI
b4600	operon_0846	ydfJ
b1544	operon_0847	ydfK
b1545	operon_0848	pinQ
b1546	operon_0849	tfaQ
b1547	operon_0849	stfQ
b1548	operon_0849	nohQ
b4533	operon_0850	ynfO
b1549	operon_0850	ydfO
b1550	operon_0851	gnsB
b1551	operon_0852	ynfN
b1552	operon_0853	cspI
b1553	operon_0854	rzpQ
b4689	operon_0854	rzoQ
b1554	operon_0855	rrrQ
b1555	operon_0855	ydfR
b1556	operon_0855	essQ
b1557	operon_0856	cspB
b1558	operon_0857	cspF
b1559	operon_0858	quuQ
b1560	operon_0858	ydfU
b1561	operon_0859	rem
b1562	operon_0860	hokD
b1563	operon_0860	relE
b1564	operon_0860	relB
b1565	operon_0861	ydfV
b1566	operon_0862	flxA
b1567	operon_0863	intK
b1568	operon_0863	ydfX
b1569	operon_0863	dicC
b1570	operon_0864	dicA
b1571	operon_0865	ydfA
b1572	operon_0865	ydfB
b1573	operon_0865	ydfC
b1574	operon_0866	dicF
b1575	operon_0867	dicB
b1576	operon_0867	ydfD
b1577	operon_0867	ydfE
b1579	operon_0868	intQ
b1580	operon_0869	rspB
b1581	operon_0869	rspA
b1582	operon_0870	ynfA
b1583	operon_0871	ynfB
b1584	operon_0871	speG
b1585	operon_0872	ynfC
b1586	operon_0873	ynfD
b1587	operon_0874	ynfE
b1588	operon_0874	ynfF
b1589	operon_0874	ynfG
b1590	operon_0874	ynfH
b1591	operon_0875	dmsD
b1592	operon_0876	clcB
b1593	operon_0877	ynfK
b1594	operon_0877	mlc
b1595	operon_0877	ynfL
b1596	operon_0878	ynfM
b1597	operon_0879	asr
b4601	operon_0880	ydgU
b1598	operon_0880	ydgD
b1599	operon_0881	mdtI
b1600	operon_0881	mdtJ
b1601	operon_0882	tqsA
b1602	operon_0883	pntB
b1603	operon_0883	pntA
b1604	operon_0884	ydgH
b1605	operon_0885	ydgI
b1606	operon_0885	folM
b1607	operon_0886	ydgC
b1608	operon_0887	rstA
b1609	operon_0887	rstB
b1610	operon_0887	tus
b1611	operon_0888	fumC
b1612	operon_0889	fumA
b1613	operon_0890	manA
b1614	operon_0891	ydgA
b1615	operon_0892	uidC
b1616	operon_0892	uidB
b1617	operon_0892	uidA
b1618	operon_0893	uidR
b1619	operon_0894	hdhA
b1620	operon_0894	malI
b1621	operon_0895	malX
b1622	operon_0895	malY
b1623	operon_0896	add
b1624	operon_0897	ydgJ
b4409	operon_0898	blr
b1625	operon_0899	cnu
b1626	operon_0899	ydgK
b1627	operon_0899	rsxA
b1628	operon_0899	rsxB
b1629	operon_0899	rsxC
b1630	operon_0899	rsxD
b1631	operon_0899	rsxG
b1632	operon_0899	rsxE
b1633	operon_0899	nth
b1634	operon_0900	dtpA
b1635	operon_0901	gstA
b1636	operon_0902	pdxY
b1637	operon_0903	tyrS
b1638	operon_0903	pdxH
b1639	operon_0903	mliC
b1640	operon_0903	anmK
b1641	operon_0904	slyB
b1642	operon_0905	slyA
b1643	operon_0906	ydhI
b1644	operon_0906	ydhJ
b1645	operon_0906	ydhK
b1646	operon_0907	sodC
b1647	operon_0907	ydhF
b1648	operon_0907	ydhL
b1649	operon_0908	nemR
b1650	operon_0908	nemA
b1651	operon_0909	gloA
b1652	operon_0910	rnt
b1653	operon_0910	lhr
b1654	operon_0911	grxD
b1655	operon_0912	mepH
b1656	operon_0913	sodB
b1657	operon_0914	ydhP
b4602	operon_0915	ynhF
b1658	operon_0916	purR
b1659	operon_0917	ydhB
b1660	operon_0918	ydhC
b1661	operon_0919	cfa
b1662	operon_0920	ribC
b1663	operon_0921	mdtK
b1664	operon_0922	ydhQ
b1665	operon_0923	valV
b1666	operon_0923	valW
b1667	operon_0923	ydhR
b1668	operon_0924	ydhS
b1669	operon_0925	ydhT
b1670	operon_0925	ydhU
b1671	operon_0925	ydhX
b1672	operon_0925	ydhW
b1673	operon_0925	ydhV
b1674	operon_0925	ydhY
b1675	operon_0926	ydhZ
b1676	operon_0927	pykF
b1677	operon_0928	lpp
b1678	operon_0929	ldtE
b1679	operon_0929	sufE
b1680	operon_0929	sufS
b1681	operon_0929	sufD
b1682	operon_0929	sufC
b1683	operon_0929	sufB
b1684	operon_0929	sufA
b4430	operon_0930	rydB
b1685	operon_0931	ydiH
b1686	operon_0932	menI
b1687	operon_0932	ydiJ
b1688	operon_0933	ydiK
b4431	operon_0934	rprA
b1689	operon_0934	ydiL
b1690	operon_0934	ydiM
b1691	operon_0935	ydiN
b1692	operon_0935	ydiB
b1693	operon_0935	aroD
b1694	operon_0935	ydiF
b1695	operon_0935	ydiO
b1696	operon_0936	ydiP
b1697	operon_0937	ydiQ
b1698	operon_0937	ydiR
b1699	operon_0937	ydiS
b1700	operon_0937	ydiT
b1701	operon_0938	fadK
b1702	operon_0939	ppsA
b1703	operon_0940	ppsR
b1704	operon_0941	aroH
b1705	operon_0942	ydiE
b1706	operon_0943	ydiU
b1707	operon_0943	ydiV
b1708	operon_0944	nlpC
b1709	operon_0944	btuD
b1710	operon_0944	btuE
b1711	operon_0944	btuC
b1712	operon_0945	ihfA
b1713	operon_0945	pheT
b1714	operon_0945	pheS
b1715	operon_0946	pheM
b1716	operon_0947	rplT
b1717	operon_0947	rpmI
b1718	operon_0948	infC
b1719	operon_0948	thrS
b4494	operon_0949	arpB
b4535	operon_0950	yniD
b1722	operon_0951	ydiY
b1723	operon_0952	pfkB
b1724	operon_0952	ydiZ
b1725	operon_0952	yniA
b1726	operon_0953	yniB
b1727	operon_0954	yniC
b1728	operon_0955	ydjM
b1729	operon_0955	ydjN
b1730	operon_0956	ydjO
b1731	operon_0957	cedA
b1732	operon_0958	katE
b1733	operon_0959	chbG
b1734	operon_0959	chbF
b1735	operon_0959	chbR
b1736	operon_0959	chbA
b1737	operon_0959	chbC
b1738	operon_0959	chbB
b1739	operon_0960	osmE
b1740	operon_0961	nadE
b1741	operon_0962	cho
b1742	operon_0963	ves
b1743	operon_0964	spy
b1744	operon_0965	astE
b1745	operon_0965	astB
b1746	operon_0965	astD
b1747	operon_0965	astA
b1748	operon_0965	astC
b1749	operon_0966	xthA
b1750	operon_0967	ydjX
b1751	operon_0967	ydjY
b1752	operon_0967	ydjZ
b1753	operon_0967	ynjA
b1754	operon_0967	ynjB
b1755	operon_0967	ynjC
b1756	operon_0967	ynjD
b1757	operon_0967	ynjE
b1758	operon_0968	ynjF
b1759	operon_0969	nudG
b1760	operon_0970	ynjH
b1761	operon_0971	gdhA
b1762	operon_0972	ynjI
b1763	operon_0972	topB
b1764	operon_0972	selD
b1765	operon_0972	ydjA
b1766	operon_0973	sppA
b1767	operon_0974	ansA
b1768	operon_0974	pncA
b1769	operon_0975	ydjE
b1770	operon_0976	ydjF
b1771	operon_0976	ydjG
b1772	operon_0976	ydjH
b1773	operon_0976	ydjI
b1774	operon_0976	ydjJ
b1775	operon_0976	ydjK
b1776	operon_0976	ydjL
b1777	operon_0977	yeaC
b1778	operon_0977	msrB
b1779	operon_0978	gapA
b1780	operon_0979	yeaD
b1781	operon_0980	yeaE
b1782	operon_0981	mipA
b1783	operon_0982	yeaG
b1784	operon_0982	yeaH
b1785	operon_0983	yeaI
b1786	operon_0984	yeaJ
b1787	operon_0984	yeaK
b1788	operon_0985	yoaI
b1789	operon_0986	yeaL
b1790	operon_0987	yeaM
b1791	operon_0988	yeaN
b1792	operon_0988	yeaO
b1793	operon_0989	yoaF
b1794	operon_0990	yeaP
b4676	operon_0990	yoaK
b4675	operon_0990	yoaJ
b1795	operon_0991	yeaQ
b1796	operon_0991	yoaG
b1797	operon_0991	yeaR
b1798	operon_0992	leuE
b1799	operon_0992	dmlR
b1800	operon_0993	dmlA
b1801	operon_0994	yeaV
b1802	operon_0994	yeaW
b1803	operon_0994	yeaX
b1804	operon_0995	rnd
b1805	operon_0996	fadD
b1806	operon_0997	yeaY
b1807	operon_0997	tsaB
b1808	operon_0997	yoaA
b1809	operon_0998	yoaB
b1810	operon_0999	yoaC
b1811	operon_1000	yoaH
b1812	operon_1001	pabB
b1813	operon_1001	nudL
b1814	operon_1002	sdaA
b1815	operon_1003	yoaD
b1816	operon_1004	yoaE
b1817	operon_1005	manX
b1818	operon_1005	manY
b1819	operon_1005	manZ
b1820	operon_1006	yobD
b1821	operon_1007	mntP
b1822	operon_1008	rlmA
b1823	operon_1009	cspC
b1824	operon_1009	yobF
b1825	operon_1010	yebO
b1826	operon_1010	mgrB
b4536	operon_1011	yobH
b1827	operon_1012	kdgR
b1828	operon_1013	yebQ
b1829	operon_1014	htpX
b1830	operon_1015	prc
b1831	operon_1015	proQ
b1832	operon_1015	msrC
b1833	operon_1016	yebS
b1834	operon_1016	yebT
b1835	operon_1017	rsmF
b1836	operon_1017	yebV
b1837	operon_1017	yebW
b1838	operon_1018	pphA
b4432	operon_1019	ryeA
b4433	operon_1020	sdsR
b1839	operon_1021	yebY
b1840	operon_1021	yebZ
b1841	operon_1021	yobA
b1842	operon_1022	holE
b1843	operon_1022	yobB
b1844	operon_1022	exoX
b1845	operon_1023	ptrB
b1846	operon_1024	yebE
b1847	operon_1025	yebF
b1848	operon_1025	yebG
b1849	operon_1026	purT
b1850	operon_1027	eda
b1851	operon_1027	edd
b1852	operon_1028	zwf
b1853	operon_1029	yebK
b1854	operon_1029	pykA
b1855	operon_1030	lpxM
b1856	operon_1031	mepM
b1857	operon_1031	znuA
b1858	operon_1032	znuC
b1859	operon_1032	znuB
b1860	operon_1033	ruvB
b1861	operon_1033	ruvA
b4677	operon_1033	yobI
b1862	operon_1034	yebB
b1863	operon_1035	ruvC
b1864	operon_1035	yebC
b1865	operon_1035	nudB
b1866	operon_1035	aspS
b1867	operon_1036	yecD
b1868	operon_1036	yecE
b1869	operon_1036	yecN
b1870	operon_1036	cmoA
b1871	operon_1036	cmoB
b1872	operon_1037	torZ
b1873	operon_1037	torY
b1874	operon_1038	cutC
b1875	operon_1038	yecM
b1876	operon_1039	argS
b1877	operon_1040	yecT
b1878	operon_1041	flhE
b1879	operon_1041	flhA
b1880	operon_1041	flhB
b1881	operon_1042	cheZ
b1882	operon_1042	cheY
b1883	operon_1042	cheB
b1884	operon_1042	cheR
b1885	operon_1042	tap
b1886	operon_1042	tar
b1887	operon_1043	cheW
b1888	operon_1043	cheA
b1889	operon_1043	motB
b1890	operon_1043	motA
b1891	operon_1044	flhC
b1892	operon_1044	flhD
b1895	operon_1045	uspC
b1896	operon_1046	otsA
b1897	operon_1046	otsB
b4460	operon_1047	araH
b1900	operon_1047	araG
b1901	operon_1047	araF
b1902	operon_1048	ftnB
b4537	operon_1049	yecJ
b4663	operon_1050	azuC
b1904	operon_1051	yecR
b1905	operon_1052	ftnA
b1906	operon_1053	yecH
b1907	operon_1054	tyrP
b1908	operon_1055	yecA
b1909	operon_1056	leuZ
b1910	operon_1056	cysT
b1911	operon_1056	glyW
b1912	operon_1057	pgsA
b1913	operon_1057	uvrC
b1914	operon_1057	uvrY
b1915	operon_1058	yecF
b1916	operon_1059	sdiA
b1917	operon_1060	yecC
b1918	operon_1060	yecS
b1919	operon_1060	dcyD
b1920	operon_1061	fliY
b1921	operon_1061	fliZ
b1922	operon_1061	fliA
b1923	operon_1062	fliC
b1924	operon_1063	fliD
b1925	operon_1063	fliS
b1926	operon_1063	fliT
